171703;Абрикоси, заморожений, підсолоджений
171697;Абрикоси, у сирому вигляді
175071;ARCHWAY HOME STYLE COOKIES, Шоколад Чипс Лід або морозиво Бокс
173245;ARCHWAY HOME STYLE COOKIES, Кокос Макарун
173246;ARCHWAY HOME STYLE COOKIES, Фінік З начинкою Вівсяна каша
173247;ARCHWAY HOME STYLE COOKIES, Дуч Какао
173248;ARCHWAY HOME STYLE COOKIES, Фрости Лимон
173249;ARCHWAY HOME STYLE COOKIES, Ікед Меляса
175072;ARCHWAY HOME STYLE COOKIES, Ікед Вівсяна каша
175073;ARCHWAY HOME STYLE COOKIES, Меляса
175074;ARCHWAY HOME STYLE COOKIES, Вівсяна каша
175075;ARCHWAY HOME STYLE COOKIES, Вівсяна каша Родзинки
173250;ARCHWAY HOME STYLE COOKIES, Традиційний Меляса
173251;ARCHWAY HOME STYLE COOKIES, Традиційний Віндмілл Печиво
173252;ARCHWAY HOME STYLE COOKIES, Арахісова паста
173253;ARCHWAY HOME STYLE COOKIES, Малина З начинкою
175077;ARCHWAY HOME STYLE COOKIES, Зі зниженим вмістом жиру Імбир Снапс
175076;ARCHWAY HOME STYLE COOKIES, Полуниця З начинкою
175070;ARCHWAY HOME STYLE COOKIES, Без цукру Вівсяна каша
168493;Стрілолист, після приготування, відварений, відціджений, із сіллю
169204;Стрілолист, після приготування, відварений, відціджений, без солі
169203;Стрілолист, у сирому вигляді
170684;Арроурут борошно
168490;Арроурут, у сирому вигляді
169311;Артишоки, (глобе або французький), після приготування, відварений, відціджений, із сіллю
168386;Артишоки, (глобе або французький), після приготування, відварений, відціджений, без солі
169312;Артишоки, (глобе або французький), заморожений, після приготування, відварений, відціджений, із сіллю
168388;Артишоки, (глобе або французький), заморожений, після приготування, відварений, відціджений, без солі
168387;Артишоки, (глобе або французький), заморожений, не приготовлений
169205;Артишоки, (глобе або французький), у сирому вигляді
175078;Штучний Чорниця або лохина Муффін Суміш, сухий
169387;Аругула, у сирому вигляді
169207;Спаржа, консервований, відціджена тверда частина
169314;Спаржа, консервований, без додавання солі, тверда частина та рідина
169206;Спаржа, консервований, стандартне консервування, тверда частина та рідина
168390;Спаржа, після приготування, відварений, відціджений
169313;Спаржа, після приготування, відварений, відціджений, із сіллю
168494;Спаржа, заморожений, після приготування, відварений, відціджений, із сіллю
169209;Спаржа, заморожений, після приготування, відварений, відціджений, без солі
169208;Спаржа, заморожений, не приготовлений
168389;Спаржа, у сирому вигляді
171706;Авокадо, у сирому вигляді, Каліфорнійський
171707;Авокадо, у сирому вигляді, Флоріда
171705;Авокадо, у сирому вигляді, усі категорія Промисловий різновиди
169783;BANQUET, Салісбури Стейк З підливою, фаміли розмір, заморожений, не приготовлений
171001;Дитяче харчування, Молодий або малий MUM MUM Рис Бісквіти або американські булочки
173487;Дитяче харчування, GERBER, 2нд Харчові продукти, яблуко, морква і гарбузові, органічний
172254;Дитяче харчування, GERBER, 3рд Харчові продукти, яблуко, манго і ківі
169792;Дитяче харчування, GERBER, Банан з помаранчевий асорті
171371;Дитяче харчування, GERBER, GRADUATES Ліл Бісквіти або американські булочки Ванільний Пшениця
171000;Дитяче харчування, Багатозерновий цілий зерно каша або зерновий продукт, сухий збагачений
171398;Дитяче харчування, Перекус, GERBER, GRADUATES, LIL CRUNCHIES, печений цілий зерно кукурудза перекус
167690;Дитяче харчування, яблуко йогурт десерт, протертий
171351;Дитяче харчування, яблуко-банан сік
173517;Дитяче харчування, яблука з шинка, протертий
173511;Дитяче харчування, яблука, дікес, для дітей раннього віку
169047;Дитяче харчування, печений продукт, фінгер снеки каша або зерновий продукт збагачений
167733;Дитяче харчування, банан яблуко десерт, протертий
168090;Дитяче харчування, банан сік з з низьким вмістом жиру йогурт
167732;Дитяче харчування, банан без тапіока, протертий
170999;Дитяче харчування, банан з змішаний берріс, протертий
173519;Дитяче харчування, напій, GERBER, GRADUATES, Фрукти SPLASHERS
173518;Дитяче харчування, морква і яловичина, протертий
169871;Дитяче харчування, морква, для дітей раннього віку
173509;Дитяче харчування, каша або зерновий продукт, Вівсяна каша, сухий, GERBER, SINGLE Зерно, збагачений
171358;Дитяче харчування, каша або зерновий продукт, ячмінь, сухий збагачений
172296;Дитяче харчування, каша або зерновий продукт, ячмінь, приготований із незбираним молоком
169048;Дитяче харчування, каша або зерновий продукт, бурий рис, сухий, розчинний
171366;Дитяче харчування, каша або зерновий продукт, яйце иолкс і бекон, для дітей старшого немовлячого віку
173528;Дитяче харчування, каша або зерновий продукт, високий білок, приготований із незбираним молоком
170973;Дитяче харчування, каша або зерновий продукт, високий білок, з яблуко і помаранчевий, сухий
173533;Дитяче харчування, каша або зерновий продукт, високий білок, з яблуко і помаранчевий, приготований із незбираним молоком
170964;Дитяче харчування, каша або зерновий продукт, змішаний, сухий збагачений
173529;Дитяче харчування, каша або зерновий продукт, змішаний, приготований із незбираним молоком
170967;Дитяче харчування, каша або зерновий продукт, змішаний, з яблучне пюре і банани, для дітей старшого немовлячого віку, збагачений
170966;Дитяче харчування, каша або зерновий продукт, змішаний, з яблучне пюре і банани, протертий
170965;Дитяче харчування, каша або зерновий продукт, змішаний, з банани, сухий
173530;Дитяче харчування, каша або зерновий продукт, змішаний, з банани, приготований із незбираним молоком
173532;Дитяче харчування, каша або зерновий продукт, змішаний, з медом, приготований із незбираним молоком
171360;Дитяче харчування, каша або зерновий продукт, вівсяна каша, сухий збагачений
173531;Дитяче харчування, каша або зерновий продукт, вівсяна каша, приготований із незбираним молоком
171363;Дитяче харчування, каша або зерновий продукт, вівсяна каша, з яблучне пюре і банани, для дітей старшого немовлячого віку, збагачений
171362;Дитяче харчування, каша або зерновий продукт, вівсяна каша, з яблучне пюре і банани, протертий
171361;Дитяче харчування, каша або зерновий продукт, вівсяна каша, з банани, сухий
172297;Дитяче харчування, каша або зерновий продукт, вівсяна каша, з банани, приготований із незбираним молоком
170968;Дитяче харчування, каша або зерновий продукт, вівсяна каша, з медом, сухий
172298;Дитяче харчування, каша або зерновий продукт, вівсяна каша, з медом, приготований із незбираним молоком
167731;Дитяче харчування, каша або зерновий продукт, рис з груші і яблуко, сухий, розчинний збагачений
170969;Дитяче харчування, каша або зерновий продукт, рис, сухий збагачений
172299;Дитяче харчування, каша або зерновий продукт, рис, приготований із незбираним молоком
170970;Дитяче харчування, каша або зерновий продукт, рис, з яблучне пюре і банани, протертий
170974;Дитяче харчування, каша або зерновий продукт, рис, з банани, сухий
173534;Дитяче харчування, каша або зерновий продукт, рис, з банани, приготований із незбираним молоком
172300;Дитяче харчування, каша або зерновий продукт, рис, з медом, приготований із незбираним молоком
171359;Дитяче харчування, каша або зерновий продукт, цільнозерновий пшеничний, з яблука, сухий збагачений
171364;Дитяче харчування, каша або зерновий продукт, з яйце иолкс, для дітей старшого немовлячого віку
170971;Дитяче харчування, каша або зерновий продукт, з яйце иолкс, протертий
171365;Дитяче харчування, каша або зерновий продукт, з яйця, протертий
170978;Дитяче харчування, вишня або черешня кобблер, для дітей старшого немовлячого віку
171368;Дитяче харчування, печиво, молодий або малий, фрукти
170975;Дитяче харчування, печиво
171369;Дитяче харчування, печиво, арроурут
172317;Дитяче харчування, кукурудза і батат, протертий
170972;Дитяче харчування, крекери, овочевий
169872;Дитяче харчування, десерт, банан пудинг, протертий
168135;Дитяче харчування, десерт, банан йогурт, протертий
168134;Дитяче харчування, десерт, чорниця або лохина йогурт, протертий
171373;Дитяче харчування, десерт, вишня або черешня ванільний пудинг, для дітей старшого немовлячого віку
170979;Дитяче харчування, десерт, вишня або черешня ванільний пудинг, протертий
171380;Дитяче харчування, десерт, заварний крем пудинг, ванільний, для дітей старшого немовлячого віку
171379;Дитяче харчування, десерт, заварний крем пудинг, ванільний, протертий
170977;Дитяче харчування, десерт, дуч яблуко, для дітей старшого немовлячого віку
170976;Дитяче харчування, десерт, дуч яблуко, протертий
171377;Дитяче харчування, десерт, фрукти десерт, без аскорбінова кислота, для дітей старшого немовлячого віку
170983;Дитяче харчування, десерт, фрукти десерт, без аскорбінова кислота, протертий
171374;Дитяче харчування, десерт, фрукти пудинг, помаранчевий, протертий
170982;Дитяче харчування, десерт, фрукти пудинг, ананас, протертий
171376;Дитяче харчування, десерт, персик кобблер, для дітей старшого немовлячого віку
171375;Дитяче харчування, десерт, персик кобблер, протертий
170981;Дитяче харчування, десерт, персик мелба, для дітей старшого немовлячого віку
170980;Дитяче харчування, десерт, персик мелба, протертий
168133;Дитяче харчування, десерт, персик йогурт
171378;Дитяче харчування, десерт, тропічний фрукти, для дітей старшого немовлячого віку
172287;Дитяче харчування, готова страва, яблука і курятина, протертий
172260;Дитяче харчування, готова страва, яловичина і рис, для дітей раннього віку
173489;Дитяче харчування, готова страва, яловичина лазанья, для дітей раннього віку
173516;Дитяче харчування, готова страва, яловичина локшина, для дітей старшого немовлячого віку
172258;Дитяче харчування, готова страва, яловичина локшина, протертий
172261;Дитяче харчування, готова страва, яловичина з овочами
172288;Дитяче харчування, готова страва, броколі і курятина, для дітей старшого немовлячого віку
169054;Дитяче харчування, готова страва, курятина і рис
172264;Дитяче харчування, готова страва, курятина локшина, для дітей старшого немовлячого віку
172263;Дитяче харчування, готова страва, курятина локшина, протертий
173496;Дитяче харчування, готова страва, курятина суп, протертий
173497;Дитяче харчування, готова страва, курятина рагу, для дітей раннього віку
172270;Дитяче харчування, готова страва, макарони із сиром, для дітей старшого немовлячого віку
173503;Дитяче харчування, готова страва, макарони із сиром, протертий
173491;Дитяче харчування, готова страва, макарони і помідор і яловичина, для дітей старшого немовлячого віку
173490;Дитяче харчування, готова страва, макарони і помідор і яловичина, протертий
168125;Дитяче харчування, готова страва, макарони, яловичина і томатний соус, для дітей раннього віку
172281;Дитяче харчування, готова страва, змішаний овочевий, для дітей старшого немовлячого віку
173514;Дитяче харчування, готова страва, змішаний овочевий, протертий
172266;Дитяче харчування, готова страва, макаронні вироби з овочами
173492;Дитяче харчування, готова страва, спагеті і помідор і м’ясо, для дітей старшого немовлячого віку
173493;Дитяче харчування, готова страва, спагеті і помідор і м’ясо, для дітей раннього віку
173521;Дитяче харчування, готова страва, батат і курятина, протертий
173500;Дитяче харчування, готова страва, індичатина і рис, для дітей старшого немовлячого віку
172269;Дитяче харчування, готова страва, індичатина і рис, протертий
172286;Дитяче харчування, готова страва, індичатина, рис, і овочі, для дітей раннього віку
173495;Дитяче харчування, готова страва, овочі і яловичина, для дітей старшого немовлячого віку
173494;Дитяче харчування, готова страва, овочі і яловичина, протертий
173513;Дитяче харчування, готова страва, овочі і курятина, для дітей старшого немовлячого віку
173488;Дитяче харчування, готова страва, овочі і думплінгс і яловичина, для дітей старшого немовлячого віку
172256;Дитяче харчування, готова страва, овочі і думплінгс і яловичина, протертий
172262;Дитяче харчування, готова страва, овочі і баранина, для дітей старшого немовлячого віку
172268;Дитяче харчування, готова страва, овочі і локшина і індичатина, для дітей старшого немовлячого віку
172267;Дитяче харчування, готова страва, овочі і локшина і індичатина, протертий
173502;Дитяче харчування, готова страва, овочі і індичатина, для дітей старшого немовлячого віку
173501;Дитяче харчування, готова страва, овочі і індичатина, протертий
173498;Дитяче харчування, готова страва, овочі курятина, протертий
172265;Дитяче харчування, готова страва, овочі, локшина і курятина, для дітей старшого немовлячого віку
173499;Дитяче харчування, готова страва, овочі, локшина і курятина, протертий
172252;Дитяче харчування, фінгер снеки, GERBER, GRADUATES, Повітряні снеки, яблуко і кориця
171388;Дитяче харчування, збагачений каша або зерновий продукт батончик, фрукти начинка
170952;Дитяче харчування, фрукти і овочевий, яблуко і батат
171341;Дитяче харчування, фрукти десерт, манго з тапіока
168140;Дитяче харчування, фрукти супреме десерт
170958;Дитяче харчування, фрукти, яблуко і чорниця або лохина, для дітей старшого немовлячого віку
170957;Дитяче харчування, фрукти, яблуко і чорниця або лохина, протертий
171346;Дитяче харчування, фрукти, яблуко і малина, для дітей старшого немовлячого віку
171345;Дитяче харчування, фрукти, яблуко і малина, протертий
170948;Дитяче харчування, фрукти, яблучне пюре і абрикоси, для дітей старшого немовлячого віку
170947;Дитяче харчування, фрукти, яблучне пюре і абрикоси, протертий
170950;Дитяче харчування, фрукти, яблучне пюре і вишні або черешні, для дітей старшого немовлячого віку
170949;Дитяче харчування, фрукти, яблучне пюре і вишні або черешні, протертий
171344;Дитяче харчування, фрукти, яблучне пюре і ананас, для дітей старшого немовлячого віку
171343;Дитяче харчування, фрукти, яблучне пюре і ананас, протертий
170951;Дитяче харчування, фрукти, яблучне пюре з банан, для дітей старшого немовлячого віку
172278;Дитяче харчування, фрукти, яблучне пюре, для дітей старшого немовлячого віку
173512;Дитяче харчування, фрукти, яблучне пюре, протертий
170942;Дитяче харчування, фрукти, абрикос з тапіока, для дітей старшого немовлячого віку
172279;Дитяче харчування, фрукти, абрикос з тапіока, протертий
170998;Дитяче харчування, фрукти, банан і полуниця, для дітей старшого немовлячого віку
170953;Дитяче харчування, фрукти, банани і ананас з тапіока, для дітей старшого немовлячого віку
170954;Дитяче харчування, фрукти, банани і ананас з тапіока, протертий
170956;Дитяче харчування, фрукти, банани з яблука і груші, протертий
172282;Дитяче харчування, фрукти, банани з тапіока, для дітей старшого немовлячого віку
171335;Дитяче харчування, фрукти, банани з тапіока, протертий
171348;Дитяче харчування, фрукти, гуава і папая з тапіока, протертий
171350;Дитяче харчування, фрукти, папая і яблучне пюре з тапіока, протертий
171337;Дитяче харчування, фрукти, персики, для дітей старшого немовлячого віку
171336;Дитяче харчування, фрукти, персики, протертий
171347;Дитяче харчування, фрукти, груші і ананас, для дітей старшого немовлячого віку
168820;Меляса
170955;Дитяче харчування, фрукти, груші і ананас, протертий
170943;Дитяче харчування, фрукти, груші, для дітей старшого немовлячого віку
171338;Дитяче харчування, фрукти, груші, протертий
170945;Дитяче харчування, фрукти, сливи з тапіока, без аскорбінова кислота, для дітей старшого немовлячого віку
170944;Дитяче харчування, фрукти, сливи з тапіока, без аскорбінова кислота, протертий
171339;Дитяче харчування, фрукти, чорнослив з тапіока, без аскорбінова кислота, для дітей старшого немовлячого віку
170946;Дитяче харчування, фрукти, чорнослив з тапіока, без аскорбінова кислота, протертий
169874;Дитяче харчування, фрукти, тутті фрутті, для дітей старшого немовлячого віку
169873;Дитяче харчування, фрукти, тутті фрутті, протертий
168144;Дитяче харчування, виноград сік, без цукор, консервований
169049;Дитяче харчування, зелений квасоля і індичатина, протертий
172273;Дитяче харчування, зелений квасоля, дікес, для дітей раннього віку
173478;Дитяче харчування, сік трітс, фруктове асорті, для дітей раннього віку
170959;Дитяче харчування, сік, яблуко
167729;Дитяче харчування, сік, яблуко - вишня або черешня
171381;Дитяче харчування, сік, яблуко і виноград
171352;Дитяче харчування, сік, яблуко і персик
171353;Дитяче харчування, сік, яблуко і пруне
170985;Дитяче харчування, сік, яблуко, з кальцій
169042;Дитяче харчування, сік, яблуко-батат
170984;Дитяче харчування, сік, фрукти пунш, з кальцій
171357;Дитяче харчування, сік, змішаний фрукти
171354;Дитяче харчування, сік, помаранчевий
171355;Дитяче харчування, сік, помаранчевий і яблуко
170960;Дитяче харчування, сік, помаранчевий і яблуко і банан
170961;Дитяче харчування, сік, помаранчевий і абрикос
170962;Дитяче харчування, сік, помаранчевий і банан
170963;Дитяче харчування, сік, помаранчевий і ананас
169043;Дитяче харчування, сік, помаранчевий-морква
167718;Дитяче харчування, сік, груша
171356;Дитяче харчування, сік, пруне і помаранчевий
172259;Дитяче харчування, макарони із сиром, для дітей раннього віку
170989;Дитяче харчування, пюреподібний чедер картопля і броколі, тоддлерс
167720;Дитяче харчування, м’ясо, яловичина з овочами, для дітей раннього віку
172244;Дитяче харчування, м’ясо, яловичина, для дітей старшого немовлячого віку
173479;Дитяче харчування, м’ясо, яловичина, протертий
172249;Дитяче харчування, м’ясо, курятина палички, для дітей старшого немовлячого віку
172248;Дитяче харчування, м’ясо, курятина, для дітей старшого немовлячого віку
